,0,1,2,3,4
164,0.561,0.00854,0.0863,7.3e-05,0.547
165,0.5579999999999999,0.013,0.131,0.000241,0.55
166,0.898,0.345,0.555,-0.0017100000000000001,0.21100000000000002
167,0.9009999999999999,0.349,0.528,-0.00159,0.20800000000000002
168,0.135,0.26,0.8009999999999999,0.5489999999999999,2.41
169,0.133,0.255,0.742,0.539,2.51
170,0.596,0.00854,0.086,-6.54e-05,0.515
171,0.593,0.0131,0.13,-6.159999999999999e-05,0.518
172,0.0291,0.128,0.8540000000000001,-0.0937,2.65
173,0.029,0.135,0.875,-0.0908,2.68
174,0.821,0.10300000000000001,0.77,0.0026100000000000003,0.28800000000000003
175,0.821,0.109,0.794,0.00274,0.28800000000000003
176,1.09,0.0498,0.46,-0.0102,-0.00325
177,1.09,0.0472,0.439,-0.00821,0.0034700000000000004
178,0.369,0.203,0.604,-0.0163,0.8270000000000001
179,0.366,0.20800000000000002,0.599,-0.035,0.8290000000000001
180,0.0528,0.235,0.905,0.135,2.76
181,0.0576,0.231,0.889,0.136,2.78
182,1.04,0.0629,0.544,-0.0033,0.059
183,1.04,0.0674,0.574,-0.00323,0.0614
184,0.943,0.401,0.094,-9.77e-05,0.16399999999999998
185,0.9440000000000001,0.397,0.134,-0.00024300000000000002,0.163
186,0.5379999999999999,0.0199,0.198,0.00108,0.57
187,0.535,0.0239,0.23600000000000002,0.0016899999999999999,0.5720000000000001
188,0.45299999999999996,0.24600000000000002,0.875,-0.0868,0.7090000000000001
189,0.451,0.242,0.8690000000000001,-0.085,0.7140000000000001
190,0.0514,0.27399999999999997,0.879,0.18899999999999997,2.59
191,0.049,0.26899999999999996,0.889,0.17800000000000002,2.62
192,0.6940000000000001,0.256,0.914,0.00155,0.41700000000000004
193,0.691,0.259,0.9079999999999999,0.0015300000000000001,0.42
194,0.971,0.228,0.958,-0.00413,0.135
195,0.966,0.231,0.955,-0.00405,0.14
196,0.631,0.0182,0.179,-0.000277,0.48200000000000004
197,0.634,0.0134,0.134,-0.00016,0.479
198,0.12300000000000001,0.26899999999999996,0.8859999999999999,0.516,2.42
199,0.12,0.265,0.852,0.505,2.49
200,1.08,0.37799999999999995,0.287,0.00655,0.035
201,1.08,0.382,0.255,0.0086,0.0317
202,0.0909,0.17600000000000002,0.703,-0.172,2.91
203,0.0952,0.17800000000000002,0.665,-0.17,2.94
204,0.713,0.387,0.222,0.00028399999999999996,0.39799999999999996
205,0.708,0.387,0.22399999999999998,0.000271,0.402
206,0.797,0.174,0.948,0.00262,0.311
207,0.8009999999999999,0.171,0.945,0.0027199999999999998,0.307
208,0.048,0.243,0.915,0.14,2.73
209,0.0516,0.24600000000000002,0.9059999999999999,0.159,2.72
210,0.662,0.212,0.963,-0.00213,0.452
211,0.659,0.20800000000000002,0.9640000000000001,-0.0026,0.456
212,0.47600000000000003,0.37799999999999995,0.337,-0.0111,0.631
213,0.48200000000000004,0.382,0.3,-0.00829,0.623
214,0.688,0.0768,0.635,-0.00202,0.426
215,0.6920000000000001,0.0777,0.64,-0.00195,0.42200000000000004
216,0.42700000000000005,0.28800000000000003,0.875,-0.135,0.736
217,0.431,0.28600000000000003,0.8740000000000001,-0.13,0.7290000000000001
218,0.0349,0.332,0.643,0.0835,2.44
219,0.0302,0.335,0.616,0.0678,2.44
220,0.884,0.263,0.903,-0.00221,0.22399999999999998
221,0.883,0.268,0.892,-0.00229,0.225
222,0.0249,0.33399999999999996,0.62,0.058,2.44
223,0.843,0.295,0.81,-0.00135,0.266
224,0.847,0.298,0.7959999999999999,-0.00146,0.262
225,0.294,0.171,0.32,0.17800000000000002,0.746
226,0.298,0.16899999999999998,0.35700000000000004,0.187,0.763
227,0.898,0.0911,0.71,0.00146,0.20800000000000002
228,0.894,0.0893,0.701,0.0015400000000000001,0.21100000000000002
229,0.0748,0.0489,0.53,-0.0906,2.43
230,0.0738,0.0435,0.48200000000000004,-0.0742,2.43
231,0.22,0.353,1.11,0.0069900000000000006,1.46
232,0.22399999999999998,0.349,1.15,-0.00579,1.42
233,0.982,0.22699999999999998,0.9590000000000001,-0.00442,0.124
234,0.977,0.23,0.956,-0.00434,0.13
235,0.374,0.0865,0.8320000000000001,0.153,0.807
236,0.377,0.0854,0.8220000000000001,0.146,0.8
237,0.9079999999999999,0.28600000000000003,0.84,-0.00314,0.2
238,0.904,0.284,0.847,-0.00305,0.204
239,0.436,0.248,0.856,-0.10400000000000001,0.7340000000000001
240,0.433,0.253,0.8590000000000001,-0.11199999999999999,0.738
241,0.203,0.12300000000000001,0.9420000000000001,-0.0507,1.15
242,0.198,0.121,1.0,-0.105,1.24
243,0.998,0.35200000000000004,0.503,-0.00279,0.109
244,1.0,0.349,0.523,-0.00305,0.107
245,0.444,0.23199999999999998,0.852,-0.0753,0.726
246,0.439,0.233,0.8440000000000001,-0.0804,0.735
247,1.03,0.319,0.6990000000000001,-0.00589,0.0774
248,1.04,0.317,0.7070000000000001,-0.00625,0.0711
249,0.405,0.307,0.873,-0.149,0.764
250,0.41,0.305,0.8690000000000001,-0.14300000000000002,0.7559999999999999
251,0.294,0.17600000000000002,0.282,0.15,0.737
252,0.29,0.174,0.28,0.166,0.725
253,0.9359999999999999,0.228,0.9570000000000001,-0.00301,0.171
254,0.94,0.225,0.9590000000000001,-0.003,0.16699999999999998
255,0.604,0.34,0.5870000000000001,-0.00371,0.504
256,0.601,0.34299999999999997,0.564,-0.00375,0.506
257,0.624,0.256,0.917,-0.00614,0.49
258,0.628,0.253,0.9229999999999999,-0.00557,0.486
259,0.597,0.361,0.44299999999999995,-0.0024,0.51
260,0.602,0.35700000000000004,0.466,-0.00216,0.505
261,0.665,0.32299999999999995,0.6829999999999999,0.00134,0.446
262,0.66,0.325,0.672,0.00115,0.45
263,0.738,0.222,0.956,0.0017800000000000001,0.373
264,0.741,0.218,0.958,0.0018100000000000002,0.37
265,0.429,0.00903,0.109,0.00164,0.6759999999999999
266,0.434,0.00927,0.11,0.0016,0.67
267,0.9229999999999999,0.0927,0.718,0.00084,0.18100000000000002
268,0.922,0.0874,0.691,0.00082,0.182
269,0.8759999999999999,0.397,0.128,-6.24e-05,0.23199999999999998
270,0.8809999999999999,0.401,0.0897,-7.3e-05,0.22699999999999998
271,0.7829999999999999,0.317,0.715,0.0009400000000000001,0.326
272,0.7859999999999999,0.32,0.6990000000000001,0.000843,0.324
273,0.915,0.0475,0.431,0.000472,0.19
274,0.909,0.046,0.42,0.0004969999999999999,0.195
275,0.6509999999999999,0.0593,0.52,-0.0019,0.462
276,0.6559999999999999,0.0606,0.529,-0.0019199999999999998,0.457
277,0.5489999999999999,0.258,0.912,-0.0315,0.574
278,0.5529999999999999,0.255,0.917,-0.0293,0.569
279,0.308,0.405,0.106,-0.0017699999999999999,0.95
280,0.304,0.405,0.11199999999999999,-0.0019199999999999998,0.9690000000000001
281,0.244,0.00988,0.271,0.00373,1.32
282,0.248,0.00439,0.124,0.00123,1.29
283,0.33899999999999997,0.00847,0.15,0.0039,0.8320000000000001
284,0.344,0.0114,0.19399999999999998,0.00619,0.8240000000000001
285,0.0561,0.201,0.884,0.018,2.84
286,0.059,0.20600000000000002,0.873,0.042,2.84
287,0.9009999999999999,0.0616,0.534,0.000865,0.204
288,0.907,0.0627,0.542,0.0008529999999999999,0.198
289,0.669,0.32,0.6970000000000001,0.0015,0.442
290,0.6729999999999999,0.317,0.713,0.00165,0.43799999999999994
291,0.322,0.193,0.37799999999999995,0.045,0.8109999999999999
292,0.325,0.198,0.389,0.0187,0.815
293,0.98,0.304,0.7709999999999999,-0.00477,0.127
294,0.981,0.299,0.792,-0.00492,0.126
295,0.48,0.321,0.746,-0.0583,0.645
296,0.47600000000000003,0.325,0.731,-0.0579,0.649
297,0.759,0.192,0.96,0.00196,0.35200000000000004
298,0.7559999999999999,0.196,0.9620000000000001,0.00196,0.355
299,1.05,0.276,0.87,-0.0069,0.0528
300,1.05,0.28,0.8590000000000001,-0.0069,0.0577
301,0.318,0.405,0.0986,-0.0017,0.9129999999999999
302,0.32,0.402,0.17,-0.004070000000000001,0.909
303,0.48100000000000004,0.326,0.721,-0.0536,0.642
304,0.67,0.33,0.643,0.00159,0.44
305,0.669,0.325,0.67,0.00157,0.441
306,0.28600000000000003,0.0833,1.06,0.222,0.998
307,0.282,0.0856,1.08,0.22699999999999998,1.0
308,0.589,0.256,0.9179999999999999,-0.0152,0.528
309,0.586,0.259,0.912,-0.0163,0.531
310,0.804,0.10300000000000001,0.769,0.00228,0.306
311,0.807,0.0983,0.747,0.00224,0.303
312,0.455,0.0359,0.376,0.0147,0.659
313,0.46,0.0368,0.38,0.0142,0.653
314,0.593,0.253,0.9229999999999999,-0.0141,0.525
315,0.43,0.322,0.795,-0.0996,0.7170000000000001
316,0.433,0.318,0.8079999999999999,-0.102,0.7140000000000001
317,0.214,0.147,0.207,0.0431,0.713
318,0.21,0.145,0.292,0.0369,0.79
319,0.313,0.0256,0.48,0.0338,0.9440000000000001
320,0.316,0.0219,0.414,0.0253,0.9279999999999999
321,0.266,0.201,0.0459,0.00034700000000000003,0.551
322,0.26899999999999996,0.20600000000000002,0.0654,-0.0243,0.575
323,0.551,0.305,0.78,-0.0254,0.563
324,0.547,0.308,0.769,-0.0264,0.5670000000000001
325,0.135,0.401,0.18100000000000002,0.00624,2.18
326,0.138,0.406,0.0952,0.00217,2.18
327,0.529,0.395,0.154,-0.00124,0.57
328,0.527,0.39799999999999996,0.124,-0.000918,0.5720000000000001
329,0.38799999999999996,0.139,0.792,0.153,0.797
330,0.391,0.136,0.8009999999999999,0.152,0.792
331,0.727,0.231,0.9490000000000001,0.00168,0.384
332,0.723,0.226,0.953,0.0015300000000000001,0.387
333,0.9790000000000001,0.309,0.75,-0.00458,0.129
334,0.0606,0.381,0.32,0.0303,2.39
335,0.058,0.385,0.27,0.0214,2.39
336,0.652,0.308,0.755,0.000246,0.45899999999999996
337,0.655,0.304,0.772,0.000426,0.456
338,0.28600000000000003,0.395,0.34700000000000003,-0.0119,1.07
339,0.28800000000000003,0.39799999999999996,0.28,-0.00792,1.06
340,0.622,0.192,0.963,-0.0058,0.495
341,0.628,0.192,0.963,-0.00541,0.489
342,0.573,0.0191,0.188,0.000254,0.5379999999999999
343,0.57,0.0234,0.228,0.00045599999999999997,0.54
344,0.634,0.166,0.9420000000000001,-0.00419,0.48200000000000004
345,0.629,0.166,0.9420000000000001,-0.00421,0.48700000000000004
346,1.03,0.39299999999999996,0.16399999999999998,-0.00045099999999999996,0.0746
347,1.03,0.395,0.14800000000000002,-0.000336,0.0798
348,0.165,0.0224,0.512,-0.0303,2.0
349,0.163,0.0179,0.418,-0.0206,2.03
350,0.171,0.37,0.804,0.0745,1.88
351,0.175,0.373,0.762,0.0598,1.86
352,0.546,0.125,0.848,0.0122,0.575
353,0.544,0.13,0.86,0.0127,0.579
354,0.0864,0.139,0.8240000000000001,-0.3,2.67
355,0.0836,0.14300000000000002,0.82,-0.28,2.7
356,0.0752,0.10800000000000001,0.821,-0.244,2.54
357,0.0789,0.105,0.821,-0.253,2.52
358,0.855,0.159,0.93,0.0027300000000000002,0.253
359,0.8590000000000001,0.163,0.937,0.00256,0.249
360,0.5720000000000001,0.32,0.7070000000000001,-0.0139,0.5379999999999999
361,0.5770000000000001,0.32,0.708,-0.0127,0.534
362,0.9990000000000001,0.14300000000000002,0.902,-0.00234,0.10400000000000001
363,0.995,0.14,0.895,-0.00212,0.109
364,0.488,0.163,0.887,0.024,0.659
365,0.49200000000000005,0.163,0.8909999999999999,0.022,0.652
366,0.231,0.138,0.5529999999999999,0.177,0.703
367,0.23600000000000002,0.141,0.49200000000000005,0.191,0.664
368,0.423,0.313,0.836,-0.11900000000000001,0.732
369,0.428,0.316,0.821,-0.11,0.723
370,0.13,0.304,1.03,0.414,2.18
371,0.133,0.3,1.04,0.436,2.16
372,0.331,0.24100000000000002,0.573,-0.195,0.8270000000000001
373,0.327,0.245,0.5870000000000001,-0.213,0.8270000000000001
374,1.07,0.275,0.873,-0.00648,0.0283
375,1.08,0.276,0.872,-0.0063100000000000005,0.0228
376,0.305,0.0704,0.972,0.179,0.971
377,0.301,0.0678,0.977,0.171,0.988
378,0.0764,0.34299999999999997,0.6709999999999999,0.147,2.36
379,0.0821,0.34299999999999997,0.691,0.159,2.35
380,0.816,0.237,0.943,0.0008849999999999999,0.292
381,0.812,0.24,0.9390000000000001,0.0009050000000000001,0.29600000000000004
382,0.868,0.316,0.72,-0.0018899999999999998,0.24100000000000002
383,0.867,0.321,0.696,-0.00175,0.242
384,0.7929999999999999,0.19399999999999998,0.961,0.0023,0.315
385,0.797,0.196,0.961,0.00231,0.311
386,0.428,0.11599999999999999,0.8240000000000001,0.10400000000000001,0.7290000000000001
387,0.43200000000000005,0.11900000000000001,0.8270000000000001,0.099,0.7240000000000001
388,0.281,0.174,0.22899999999999998,0.159,0.682
389,0.282,0.179,0.19899999999999998,0.131,0.682
390,0.938,0.23199999999999998,0.953,-0.00321,0.16899999999999998
391,0.9440000000000001,0.23199999999999998,0.953,-0.0034100000000000003,0.163
392,0.792,0.00569,0.0588,1.63e-05,0.318
393,0.797,0.00569,0.0588,2.1899999999999997e-05,0.313
394,0.8420000000000001,0.0044399999999999995,0.0459,1.8e-05,0.265
395,0.847,0.00475,0.049,2.11e-05,0.26
396,0.94,0.217,0.9640000000000001,-0.00266,0.16699999999999998
397,0.935,0.21899999999999997,0.963,-0.00257,0.17300000000000001
398,0.938,0.261,0.907,-0.0038799999999999998,0.17
399,0.943,0.261,0.9079999999999999,-0.004070000000000001,0.16399999999999998
400,0.00958,0.308,0.75,0.0321,2.51
401,0.00785,0.303,0.7709999999999999,0.0273,2.52
402,0.494,0.138,0.866,0.0358,0.643
403,0.496,0.14400000000000002,0.8740000000000001,0.0325,0.642
404,0.257,0.0842,1.16,0.179,1.09
405,0.261,0.0791,1.15,0.17300000000000001,1.1
406,0.31,0.175,0.382,0.15,0.794
407,0.315,0.174,0.408,0.151,0.8029999999999999
408,0.0884,0.0163,0.22699999999999998,-0.016,2.42
409,0.0927,0.0208,0.294,-0.026,2.4
410,0.0882,0.369,0.504,0.0784,2.32
411,0.0869,0.373,0.457,0.0639,2.33
412,0.628,0.0773,0.637,-0.00185,0.485
413,0.626,0.0806,0.655,-0.0017699999999999999,0.488
414,0.1,0.154,0.74,-0.33399999999999996,2.77
415,0.0962,0.15,0.769,-0.324,2.75
416,1.02,0.0486,0.441,-0.0015300000000000001,0.0762
417,1.02,0.0445,0.409,-0.00124,0.0782
418,0.0455,0.0504,0.473,-0.0566,2.48
419,0.0417,0.054,0.493,-0.0577,2.49
420,0.402,0.185,0.7290000000000001,0.0358,0.7909999999999999
421,0.401,0.18,0.731,0.0505,0.7909999999999999
422,0.44299999999999995,0.188,0.828,0.009640000000000001,0.73
423,0.43700000000000006,0.187,0.8170000000000001,0.014,0.7390000000000001
424,0.171,0.0217,0.511,-0.0264,1.96
425,0.175,0.0253,0.588,-0.0323,1.92
426,0.327,0.40700000000000003,0.0542,-0.000525,0.8759999999999999
427,0.33,0.41,0.0,0.0,0.865
428,0.151,0.29,1.1,0.469,1.98
429,0.156,0.28800000000000003,1.1,0.46,1.91
430,0.9079999999999999,0.147,0.909,0.00122,0.19699999999999998
431,0.9129999999999999,0.146,0.905,0.00107,0.193
432,0.325,0.41,0.0,0.0,0.882
433,0.521,0.153,0.899,0.0155,0.612
434,0.517,0.156,0.9009999999999999,0.0153,0.618
435,0.659,0.153,0.922,-0.00358,0.456
436,0.6629999999999999,0.15,0.9159999999999999,-0.00349,0.452
437,0.508,0.114,0.8109999999999999,0.0304,0.617
438,0.515,0.111,0.8,0.0268,0.609
439,0.129,0.0669,0.8809999999999999,-0.22699999999999998,2.22
440,0.127,0.0614,0.8340000000000001,-0.198,2.23
441,1.02,0.37200000000000005,0.348,-0.0019,0.0871
442,1.03,0.375,0.321,-0.00165,0.0841
443,0.222,0.406,0.11900000000000001,-0.000109,1.51
444,0.223,0.402,0.237,-0.000309,1.5
445,0.509,0.109,0.794,0.0299,0.616
446,0.138,0.00487,0.10800000000000001,-0.0027,2.24
447,0.14300000000000002,0.004370000000000001,0.1,-0.00231,2.21
448,0.327,0.324,1.0,-0.20600000000000002,0.9109999999999999
449,0.321,0.321,1.02,-0.221,0.9179999999999999
450,0.262,0.14400000000000002,0.516,0.272,0.7020000000000001
451,0.258,0.147,0.445,0.252,0.664
452,0.645,0.162,0.937,-0.0039700000000000004,0.47100000000000003
453,0.649,0.16399999999999998,0.9390000000000001,-0.0039,0.466
454,0.159,0.0301,0.628,-0.0549,2.03
455,0.16399999999999998,0.0284,0.615,-0.0469,2.0
456,0.134,0.0146,0.295,-0.0169,2.23
457,0.139,0.0146,0.305,-0.0168,2.2
458,0.18600000000000003,0.35100000000000003,1.07,0.107,1.73
459,0.187,0.34600000000000003,1.12,0.121,1.71
460,0.0326,0.0248,0.24100000000000002,-0.0114,2.5
461,0.0276,0.0257,0.245,-0.00992,2.5
462,0.722,0.375,0.33,0.00055,0.389
463,0.722,0.37,0.366,0.000672,0.38799999999999996
464,0.606,0.19699999999999998,0.963,-0.00744,0.512
465,0.612,0.196,0.963,-0.006809999999999999,0.506
466,0.39,0.21100000000000002,0.6920000000000001,-0.0467,0.807
467,0.396,0.21100000000000002,0.713,-0.0449,0.799
468,0.573,0.0508,0.45799999999999996,0.0018100000000000002,0.5379999999999999
469,0.5710000000000001,0.0545,0.485,0.00235,0.54
470,0.387,0.23,0.7190000000000001,-0.109,0.8079999999999999
471,0.38,0.231,0.6990000000000001,-0.11599999999999999,0.816
472,0.392,0.221,0.7120000000000001,-0.077,0.804
473,0.385,0.221,0.691,-0.0811,0.8109999999999999
474,0.374,0.0487,0.612,0.0675,0.795
475,0.374,0.0536,0.655,0.0789,0.7959999999999999
476,0.382,0.24,0.7340000000000001,-0.141,0.812
477,0.375,0.24,0.718,-0.149,0.8190000000000001
478,0.45799999999999996,0.371,0.419,-0.0202,0.657
479,0.45299999999999996,0.371,0.424,-0.0214,0.6629999999999999
480,0.37,0.25,0.745,-0.179,0.823
481,0.377,0.249,0.758,-0.17,0.816
482,0.988,0.23399999999999999,0.9520000000000001,-0.00473,0.11800000000000001
